REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE,Season
VIC1,2016-01-01 00:30:00,5197.34,35.52,TRADE,Summer
VIC1,2016-01-01 01:00:00,4934.54,38.29,TRADE,Summer
VIC1,2016-01-01 01:30:00,4721.32,29.3,TRADE,Summer
VIC1,2016-01-01 02:00:00,4541.24,31.28,TRADE,Summer
VIC1,2016-01-01 02:30:00,4344.18,23.87,TRADE,Summer
VIC1,2016-01-01 03:00:00,4225.93,22.49,TRADE,Summer
VIC1,2016-01-01 03:30:00,4164.47,22.81,TRADE,Summer
VIC1,2016-01-01 04:00:00,4131.72,22.2,TRADE,Summer
VIC1,2016-01-01 04:30:00,4115.7,22.2,TRADE,Summer
VIC1,2016-01-01 05:00:00,4107.57,22.51,TRADE,Summer
VIC1,2016-01-01 05:30:00,4115.95,22.2,TRADE,Summer
VIC1,2016-01-01 06:00:00,4147.24,22.31,TRADE,Summer
VIC1,2016-01-01 06:30:00,4262.67,22.66,TRADE,Summer
VIC1,2016-01-01 07:00:00,4293.51,26.83,TRADE,Summer
VIC1,2016-01-01 07:30:00,4328.27,30.32,TRADE,Summer
VIC1,2016-01-01 08:00:00,4450.14,32.03,TRADE,Summer
VIC1,2016-01-01 08:30:00,4575.45,32.71,TRADE,Summer
VIC1,2016-01-01 09:00:00,4659.07,33.97,TRADE,Summer
VIC1,2016-01-01 09:30:00,4752.39,32.87,TRADE,Summer
VIC1,2016-01-01 10:00:00,4860.72,33.95,TRADE,Summer
VIC1,2016-01-01 10:30:00,5010.03,34.29,TRADE,Summer
VIC1,2016-01-01 11:00:00,5131.9,36.04,TRADE,Summer
VIC1,2016-01-01 11:30:00,5229.41,36.31,TRADE,Summer
VIC1,2016-01-01 12:00:00,5326.05,34.69,TRADE,Summer
VIC1,2016-01-01 12:30:00,5400.9,36.08,TRADE,Summer
VIC1,2016-01-01 13:00:00,5440.7,36.74,TRADE,Summer
VIC1,2016-01-01 13:30:00,5468.5,35.61,TRADE,Summer
VIC1,2016-01-01 14:00:00,5534.46,35.77,TRADE,Summer
VIC1,2016-01-01 14:30:00,5559.33,35.25,TRADE,Summer
VIC1,2016-01-01 15:00:00,5631.16,34.98,TRADE,Summer
VIC1,2016-01-01 15:30:00,5661.19,34.16,TRADE,Summer
VIC1,2016-01-01 16:00:00,5646.13,33.33,TRADE,Summer
VIC1,2016-01-01 16:30:00,5614.33,39.03,TRADE,Summer
VIC1,2016-01-01 17:00:00,5512.2,36.3,TRADE,Summer
VIC1,2016-01-01 17:30:00,5398.27,32.76,TRADE,Summer
VIC1,2016-01-01 18:00:00,5213.02,33.31,TRADE,Summer
VIC1,2016-01-01 18:30:00,5072.61,30.51,TRADE,Summer
VIC1,2016-01-01 19:00:00,4913.41,31.14,TRADE,Summer
VIC1,2016-01-01 19:30:00,4839.51,36.53,TRADE,Summer
VIC1,2016-01-01 20:00:00,4787.69,35.09,TRADE,Summer
VIC1,2016-01-01 20:30:00,4816.71,37.05,TRADE,Summer
VIC1,2016-01-01 21:00:00,4626.77,34.55,TRADE,Summer
VIC1,2016-01-01 21:30:00,4473.69,33.1,TRADE,Summer
VIC1,2016-01-01 22:00:00,4320.02,32.07,TRADE,Summer
VIC1,2016-01-01 22:30:00,4258.06,31.65,TRADE,Summer
VIC1,2016-01-01 23:00:00,4226.59,28.2,TRADE,Summer
VIC1,2016-01-01 23:30:00,4508.25,31.8,TRADE,Summer
VIC1,2016-01-02 00:00:00,4488.35,32.36,TRADE,Summer
VIC1,2016-01-02 00:30:00,4222.34,28.09,TRADE,Summer
VIC1,2016-01-02 01:00:00,4026.8,22.06,TRADE,Summer
VIC1,2016-01-02 01:30:00,3859.76,18.54,TRADE,Summer
VIC1,2016-01-02 02:00:00,3710.01,18.15,TRADE,Summer
VIC1,2016-01-02 02:30:00,3597.57,16.38,TRADE,Summer
VIC1,2016-01-02 03:00:00,3507.28,14.76,TRADE,Summer
VIC1,2016-01-02 03:30:00,3459.03,15.72,TRADE,Summer
VIC1,2016-01-02 04:00:00,3430.83,14.51,TRADE,Summer
VIC1,2016-01-02 04:30:00,3443.63,20.04,TRADE,Summer
VIC1,2016-01-02 05:00:00,3480.47,20.45,TRADE,Summer
VIC1,2016-01-02 05:30:00,3526.94,21.06,TRADE,Summer
VIC1,2016-01-02 06:00:00,3574.83,20.79,TRADE,Summer
VIC1,2016-01-02 06:30:00,3666.26,21.32,TRADE,Summer
VIC1,2016-01-02 07:00:00,3799.22,21.97,TRADE,Summer
VIC1,2016-01-02 07:30:00,3815.16,22.56,TRADE,Summer
VIC1,2016-01-02 08:00:00,3939.26,24.51,TRADE,Summer
VIC1,2016-01-02 08:30:00,4015.85,25.59,TRADE,Summer
VIC1,2016-01-02 09:00:00,4033.96,23.95,TRADE,Summer
VIC1,2016-01-02 09:30:00,4065.44,23.49,TRADE,Summer
VIC1,2016-01-02 10:00:00,4100.68,24.15,TRADE,Summer
VIC1,2016-01-02 10:30:00,4089.79,23.21,TRADE,Summer
VIC1,2016-01-02 11:00:00,4136.98,23.65,TRADE,Summer
VIC1,2016-01-02 11:30:00,4165.9,22.89,TRADE,Summer
VIC1,2016-01-02 12:00:00,4201.88,23.38,TRADE,Summer
VIC1,2016-01-02 12:30:00,4277.86,23.27,TRADE,Summer
VIC1,2016-01-02 13:00:00,4293.75,23.52,TRADE,Summer
VIC1,2016-01-02 13:30:00,4384.62,22.7,TRADE,Summer
VIC1,2016-01-02 14:00:00,4435.42,21.98,TRADE,Summer
VIC1,2016-01-02 14:30:00,4539.09,23.07,TRADE,Summer
VIC1,2016-01-02 15:00:00,4631.25,24.73,TRADE,Summer
VIC1,2016-01-02 15:30:00,4759.51,25.29,TRADE,Summer
VIC1,2016-01-02 16:00:00,4863.76,25.07,TRADE,Summer
VIC1,2016-01-02 16:30:00,4884.53,24.87,TRADE,Summer
VIC1,2016-01-02 17:00:00,4908.37,24.74,TRADE,Summer
VIC1,2016-01-02 17:30:00,4860.12,24.37,TRADE,Summer
VIC1,2016-01-02 18:00:00,4789.49,20.25,TRADE,Summer
VIC1,2016-01-02 18:30:00,4642.27,12.31,TRADE,Summer
VIC1,2016-01-02 19:00:00,4546.48,12.4,TRADE,Summer
VIC1,2016-01-02 19:30:00,4387.74,16.82,TRADE,Summer
VIC1,2016-01-02 20:00:00,4359.32,20.16,TRADE,Summer
VIC1,2016-01-02 20:30:00,4415.84,23.49,TRADE,Summer
VIC1,2016-01-02 21:00:00,4336.96,23.15,TRADE,Summer
VIC1,2016-01-02 21:30:00,4203.64,21.97,TRADE,Summer
VIC1,2016-01-02 22:00:00,4039.36,22.37,TRADE,Summer
VIC1,2016-01-02 22:30:00,4013.25,20.63,TRADE,Summer
VIC1,2016-01-02 23:00:00,4006.27,19.91,TRADE,Summer
VIC1,2016-01-02 23:30:00,4308.16,23.35,TRADE,Summer
VIC1,2016-01-03 00:00:00,4350.94,29.21,TRADE,Summer
VIC1,2016-01-03 00:30:00,4059.46,21.73,TRADE,Summer
VIC1,2016-01-03 01:00:00,3854.25,17.73,TRADE,Summer
VIC1,2016-01-03 01:30:00,3695.47,13.18,TRADE,Summer
VIC1,2016-01-03 02:00:00,3541.25,12.98,TRADE,Summer
VIC1,2016-01-03 02:30:00,3445.67,10.79,TRADE,Summer
VIC1,2016-01-03 03:00:00,3408.93,6.09,TRADE,Summer
VIC1,2016-01-03 03:30:00,3368.77,4.54,TRADE,Summer
VIC1,2016-01-03 04:00:00,3338.22,3.21,TRADE,Summer
VIC1,2016-01-03 04:30:00,3357.23,6.3,TRADE,Summer
VIC1,2016-01-03 05:00:00,3373.17,8.74,TRADE,Summer
VIC1,2016-01-03 05:30:00,3380.45,10.74,TRADE,Summer
VIC1,2016-01-03 06:00:00,3375.15,12.12,TRADE,Summer
VIC1,2016-01-03 06:30:00,3496.54,14.73,TRADE,Summer
VIC1,2016-01-03 07:00:00,3562.89,15.39,TRADE,Summer
VIC1,2016-01-03 07:30:00,3574.33,14.78,TRADE,Summer
VIC1,2016-01-03 08:00:00,3676.66,16.89,TRADE,Summer
VIC1,2016-01-03 08:30:00,3802.93,20.87,TRADE,Summer
VIC1,2016-01-03 09:00:00,3898.42,22.2,TRADE,Summer
VIC1,2016-01-03 09:30:00,3986.0,21.43,TRADE,Summer
VIC1,2016-01-03 10:00:00,4055.59,21.97,TRADE,Summer
VIC1,2016-01-03 10:30:00,4125.53,22.26,TRADE,Summer
VIC1,2016-01-03 11:00:00,4187.46,22.71,TRADE,Summer
VIC1,2016-01-03 11:30:00,4245.33,22.38,TRADE,Summer
VIC1,2016-01-03 12:00:00,4329.36,24.08,TRADE,Summer
VIC1,2016-01-03 12:30:00,4356.47,25.26,TRADE,Summer
VIC1,2016-01-03 13:00:00,4374.77,23.87,TRADE,Summer
VIC1,2016-01-03 13:30:00,4390.51,23.99,TRADE,Summer
VIC1,2016-01-03 14:00:00,4416.11,25.82,TRADE,Summer
VIC1,2016-01-03 14:30:00,4494.19,26.28,TRADE,Summer
VIC1,2016-01-03 15:00:00,4594.17,24.64,TRADE,Summer
VIC1,2016-01-03 15:30:00,4683.91,24.68,TRADE,Summer
VIC1,2016-01-03 16:00:00,4715.17,24.03,TRADE,Summer
VIC1,2016-01-03 16:30:00,4674.15,22.46,TRADE,Summer
VIC1,2016-01-03 17:00:00,4659.35,24.81,TRADE,Summer
VIC1,2016-01-03 17:30:00,4644.4,22.7,TRADE,Summer
VIC1,2016-01-03 18:00:00,4560.41,22.52,TRADE,Summer
VIC1,2016-01-03 18:30:00,4432.01,13.09,TRADE,Summer
VIC1,2016-01-03 19:00:00,4373.36,19.79,TRADE,Summer
VIC1,2016-01-03 19:30:00,4313.91,19.31,TRADE,Summer
VIC1,2016-01-03 20:00:00,4369.13,23.17,TRADE,Summer
VIC1,2016-01-03 20:30:00,4454.82,23.21,TRADE,Summer
VIC1,2016-01-03 21:00:00,4410.32,25.19,TRADE,Summer
VIC1,2016-01-03 21:30:00,4282.77,25.02,TRADE,Summer
VIC1,2016-01-03 22:00:00,4151.25,24.75,TRADE,Summer
VIC1,2016-01-03 22:30:00,4082.91,22.29,TRADE,Summer
VIC1,2016-01-03 23:00:00,4050.85,18.58,TRADE,Summer
VIC1,2016-01-03 23:30:00,4337.95,24.28,TRADE,Summer
VIC1,2016-01-04 00:00:00,4395.86,28.32,TRADE,Summer
VIC1,2016-01-04 00:30:00,4154.95,22.32,TRADE,Summer
VIC1,2016-01-04 01:00:00,3986.92,21.26,TRADE,Summer
VIC1,2016-01-04 01:30:00,3842.52,18.36,TRADE,Summer
VIC1,2016-01-04 02:00:00,3741.81,17.74,TRADE,Summer
VIC1,2016-01-04 02:30:00,3636.07,15.45,TRADE,Summer
VIC1,2016-01-04 03:00:00,3560.15,15.11,TRADE,Summer
VIC1,2016-01-04 03:30:00,3602.71,15.93,TRADE,Summer
VIC1,2016-01-04 04:00:00,3602.01,16.35,TRADE,Summer
VIC1,2016-01-04 04:30:00,3697.6,18.19,TRADE,Summer
VIC1,2016-01-04 05:00:00,3826.74,19.87,TRADE,Summer
VIC1,2016-01-04 05:30:00,3994.63,21.44,TRADE,Summer
VIC1,2016-01-04 06:00:00,4188.38,23.87,TRADE,Summer
VIC1,2016-01-04 06:30:00,4515.21,25.27,TRADE,Summer
VIC1,2016-01-04 07:00:00,4769.58,33.16,TRADE,Summer
VIC1,2016-01-04 07:30:00,4849.31,32.78,TRADE,Summer
VIC1,2016-01-04 08:00:00,4994.04,33.01,TRADE,Summer
VIC1,2016-01-04 08:30:00,5075.82,34.36,TRADE,Summer
VIC1,2016-01-04 09:00:00,5114.82,35.84,TRADE,Summer
VIC1,2016-01-04 09:30:00,5109.23,34.5,TRADE,Summer
VIC1,2016-01-04 10:00:00,5109.61,33.87,TRADE,Summer
VIC1,2016-01-04 10:30:00,5099.55,32.25,TRADE,Summer
VIC1,2016-01-04 11:00:00,5094.67,33.35,TRADE,Summer
VIC1,2016-01-04 11:30:00,5142.98,32.86,TRADE,Summer
VIC1,2016-01-04 12:00:00,5123.74,31.61,TRADE,Summer
VIC1,2016-01-04 12:30:00,5088.35,31.27,TRADE,Summer
VIC1,2016-01-04 13:00:00,5104.53,31.44,TRADE,Summer
VIC1,2016-01-04 13:30:00,5119.62,31.61,TRADE,Summer
VIC1,2016-01-04 14:00:00,5129.16,30.87,TRADE,Summer
VIC1,2016-01-04 14:30:00,5149.88,28.38,TRADE,Summer
VIC1,2016-01-04 15:00:00,5166.35,27.21,TRADE,Summer
VIC1,2016-01-04 15:30:00,5159.14,27.53,TRADE,Summer
VIC1,2016-01-04 16:00:00,5233.81,27.43,TRADE,Summer
VIC1,2016-01-04 16:30:00,5265.02,27.33,TRADE,Summer
VIC1,2016-01-04 17:00:00,5250.78,27.4,TRADE,Summer
VIC1,2016-01-04 17:30:00,5108.65,23.09,TRADE,Summer
VIC1,2016-01-04 18:00:00,4986.72,22.87,TRADE,Summer
VIC1,2016-01-04 18:30:00,4822.82,18.84,TRADE,Summer
VIC1,2016-01-04 19:00:00,4710.9,19.29,TRADE,Summer
VIC1,2016-01-04 19:30:00,4609.91,17.51,TRADE,Summer
VIC1,2016-01-04 20:00:00,4639.28,17.8,TRADE,Summer
VIC1,2016-01-04 20:30:00,4687.44,20.59,TRADE,Summer
VIC1,2016-01-04 21:00:00,4639.09,24.06,TRADE,Summer
VIC1,2016-01-04 21:30:00,4479.45,20.36,TRADE,Summer
VIC1,2016-01-04 22:00:00,4294.84,16.43,TRADE,Summer
VIC1,2016-01-04 22:30:00,4231.57,18.73,TRADE,Summer
VIC1,2016-01-04 23:00:00,4193.58,17.02,TRADE,Summer
VIC1,2016-01-04 23:30:00,4565.21,18.63,TRADE,Summer
VIC1,2016-01-05 00:00:00,4612.33,23.5,TRADE,Summer
VIC1,2016-01-05 00:30:00,4376.1,22.2,TRADE,Summer
VIC1,2016-01-05 01:00:00,4203.31,21.88,TRADE,Summer
VIC1,2016-01-05 01:30:00,4049.16,20.47,TRADE,Summer
VIC1,2016-01-05 02:00:00,3916.49,17.28,TRADE,Summer
VIC1,2016-01-05 02:30:00,3842.77,16.34,TRADE,Summer
VIC1,2016-01-05 03:00:00,3788.38,16.2,TRADE,Summer
VIC1,2016-01-05 03:30:00,3791.41,16.23,TRADE,Summer
VIC1,2016-01-05 04:00:00,3828.91,19.42,TRADE,Summer
VIC1,2016-01-05 04:30:00,3929.84,21.22,TRADE,Summer
VIC1,2016-01-05 05:00:00,4022.98,22.2,TRADE,Summer
VIC1,2016-01-05 05:30:00,4233.49,25.14,TRADE,Summer
VIC1,2016-01-05 06:00:00,4418.46,25.96,TRADE,Summer
VIC1,2016-01-05 06:30:00,4665.55,28.7,TRADE,Summer
VIC1,2016-01-05 07:00:00,4871.71,31.5,TRADE,Summer
VIC1,2016-01-05 07:30:00,4904.48,27.23,TRADE,Summer
VIC1,2016-01-05 08:00:00,5059.56,32.36,TRADE,Summer
VIC1,2016-01-05 08:30:00,5137.98,34.46,TRADE,Summer
VIC1,2016-01-05 09:00:00,5178.5,35.25,TRADE,Summer
VIC1,2016-01-05 09:30:00,5179.97,35.82,TRADE,Summer
VIC1,2016-01-05 10:00:00,5202.47,34.14,TRADE,Summer
VIC1,2016-01-05 10:30:00,5271.83,33.19,TRADE,Summer
VIC1,2016-01-05 11:00:00,5336.39,33.54,TRADE,Summer
VIC1,2016-01-05 11:30:00,5440.82,34.41,TRADE,Summer
VIC1,2016-01-05 12:00:00,5491.07,35.32,TRADE,Summer
VIC1,2016-01-05 12:30:00,5491.58,34.37,TRADE,Summer
VIC1,2016-01-05 13:00:00,5519.01,34.07,TRADE,Summer
VIC1,2016-01-05 13:30:00,5570.63,33.84,TRADE,Summer
VIC1,2016-01-05 14:00:00,5624.11,33.78,TRADE,Summer
VIC1,2016-01-05 14:30:00,5638.67,34.98,TRADE,Summer
VIC1,2016-01-05 15:00:00,5617.04,34.32,TRADE,Summer
VIC1,2016-01-05 15:30:00,5634.83,34.93,TRADE,Summer
VIC1,2016-01-05 16:00:00,5658.42,33.88,TRADE,Summer
VIC1,2016-01-05 16:30:00,5672.84,34.16,TRADE,Summer
VIC1,2016-01-05 17:00:00,5612.11,33.34,TRADE,Summer
VIC1,2016-01-05 17:30:00,5510.16,32.75,TRADE,Summer
VIC1,2016-01-05 18:00:00,5408.17,33.52,TRADE,Summer
VIC1,2016-01-05 18:30:00,5293.8,31.66,TRADE,Summer
VIC1,2016-01-05 19:00:00,5194.85,23.12,TRADE,Summer
VIC1,2016-01-05 19:30:00,5106.57,29.46,TRADE,Summer
VIC1,2016-01-05 20:00:00,5076.24,30.55,TRADE,Summer
VIC1,2016-01-05 20:30:00,5071.61,32.9,TRADE,Summer
VIC1,2016-01-05 21:00:00,4989.65,31.49,TRADE,Summer
VIC1,2016-01-05 21:30:00,4780.14,31.04,TRADE,Summer
VIC1,2016-01-05 22:00:00,4604.21,30.71,TRADE,Summer
VIC1,2016-01-05 22:30:00,4551.72,30.33,TRADE,Summer
VIC1,2016-01-05 23:00:00,4521.53,28.43,TRADE,Summer
VIC1,2016-01-05 23:30:00,4845.31,32.69,TRADE,Summer
VIC1,2016-01-06 00:00:00,4846.63,31.99,TRADE,Summer
VIC1,2016-01-06 00:30:00,4558.94,31.17,TRADE,Summer
VIC1,2016-01-06 01:00:00,4381.06,30.3,TRADE,Summer
VIC1,2016-01-06 01:30:00,4244.06,30.21,TRADE,Summer
VIC1,2016-01-06 02:00:00,4085.02,22.2,TRADE,Summer
VIC1,2016-01-06 02:30:00,3990.28,22.2,TRADE,Summer
VIC1,2016-01-06 03:00:00,3884.69,21.64,TRADE,Summer
VIC1,2016-01-06 03:30:00,3861.21,22.2,TRADE,Summer
VIC1,2016-01-06 04:00:00,3868.49,22.2,TRADE,Summer
VIC1,2016-01-06 04:30:00,3960.64,23.55,TRADE,Summer
VIC1,2016-01-06 05:00:00,4059.46,25.16,TRADE,Summer
VIC1,2016-01-06 05:30:00,4263.61,25.47,TRADE,Summer
VIC1,2016-01-06 06:00:00,4474.3,29.78,TRADE,Summer
VIC1,2016-01-06 06:30:00,4734.85,31.33,TRADE,Summer
VIC1,2016-01-06 07:00:00,4964.98,33.48,TRADE,Summer
VIC1,2016-01-06 07:30:00,4949.74,30.61,TRADE,Summer
VIC1,2016-01-06 08:00:00,5068.18,32.2,TRADE,Summer
VIC1,2016-01-06 08:30:00,5096.79,32.8,TRADE,Summer
VIC1,2016-01-06 09:00:00,4871.74,32.29,TRADE,Summer
VIC1,2016-01-06 09:30:00,5066.45,34.4,TRADE,Summer
VIC1,2016-01-06 10:00:00,5240.48,35.52,TRADE,Summer
VIC1,2016-01-06 10:30:00,5238.51,34.28,TRADE,Summer
VIC1,2016-01-06 11:00:00,5268.71,35.2,TRADE,Summer
VIC1,2016-01-06 11:30:00,5251.5,34.25,TRADE,Summer
VIC1,2016-01-06 12:00:00,5226.22,33.61,TRADE,Summer
VIC1,2016-01-06 12:30:00,5262.46,33.29,TRADE,Summer
VIC1,2016-01-06 13:00:00,5294.76,34.07,TRADE,Summer
VIC1,2016-01-06 13:30:00,5269.02,33.48,TRADE,Summer
VIC1,2016-01-06 14:00:00,5250.22,34.32,TRADE,Summer
VIC1,2016-01-06 14:30:00,5255.1,34.73,TRADE,Summer
VIC1,2016-01-06 15:00:00,5354.2,34.75,TRADE,Summer
VIC1,2016-01-06 15:30:00,5393.25,34.93,TRADE,Summer
VIC1,2016-01-06 16:00:00,5445.35,34.85,TRADE,Summer
VIC1,2016-01-06 16:30:00,5464.86,33.26,TRADE,Summer
VIC1,2016-01-06 17:00:00,5423.81,32.46,TRADE,Summer
VIC1,2016-01-06 17:30:00,5274.06,30.95,TRADE,Summer
VIC1,2016-01-06 18:00:00,5175.88,30.05,TRADE,Summer
VIC1,2016-01-06 18:30:00,5031.06,28.66,TRADE,Summer
VIC1,2016-01-06 19:00:00,4897.12,29.8,TRADE,Summer
VIC1,2016-01-06 19:30:00,4775.49,30.58,TRADE,Summer
VIC1,2016-01-06 20:00:00,4753.66,32.05,TRADE,Summer
VIC1,2016-01-06 20:30:00,4787.54,35.08,TRADE,Summer
VIC1,2016-01-06 21:00:00,4675.7,38.94,TRADE,Summer
VIC1,2016-01-06 21:30:00,4540.36,36.43,TRADE,Summer
VIC1,2016-01-06 22:00:00,4346.77,33.56,TRADE,Summer
VIC1,2016-01-06 22:30:00,4263.13,35.7,TRADE,Summer
VIC1,2016-01-06 23:00:00,4245.98,35.25,TRADE,Summer
VIC1,2016-01-06 23:30:00,4492.21,36.43,TRADE,Summer
VIC1,2016-01-07 00:00:00,4493.12,39.88,TRADE,Summer
VIC1,2016-01-07 00:30:00,4260.73,32.47,TRADE,Summer
VIC1,2016-01-07 01:00:00,4089.21,30.9,TRADE,Summer
VIC1,2016-01-07 01:30:00,3954.93,29.86,TRADE,Summer
VIC1,2016-01-07 02:00:00,3842.8,28.46,TRADE,Summer
VIC1,2016-01-07 02:30:00,3757.52,25.0,TRADE,Summer
VIC1,2016-01-07 03:00:00,3714.86,22.51,TRADE,Summer
VIC1,2016-01-07 03:30:00,3723.06,23.54,TRADE,Summer
VIC1,2016-01-07 04:00:00,3738.19,25.64,TRADE,Summer
VIC1,2016-01-07 04:30:00,3830.7,30.23,TRADE,Summer
VIC1,2016-01-07 05:00:00,3948.45,31.97,TRADE,Summer
VIC1,2016-01-07 05:30:00,4136.46,34.93,TRADE,Summer
VIC1,2016-01-07 06:00:00,4352.8,34.21,TRADE,Summer
VIC1,2016-01-07 06:30:00,4649.93,34.56,TRADE,Summer
VIC1,2016-01-07 07:00:00,4845.42,35.06,TRADE,Summer
VIC1,2016-01-07 07:30:00,4903.46,34.39,TRADE,Summer
VIC1,2016-01-07 08:00:00,5040.36,34.97,TRADE,Summer
VIC1,2016-01-07 08:30:00,5140.33,34.9,TRADE,Summer
VIC1,2016-01-07 09:00:00,5162.61,34.97,TRADE,Summer
VIC1,2016-01-07 09:30:00,5138.06,34.97,TRADE,Summer
VIC1,2016-01-07 10:00:00,5104.93,37.76,TRADE,Summer
VIC1,2016-01-07 10:30:00,5127.79,34.35,TRADE,Summer
VIC1,2016-01-07 11:00:00,5134.72,35.18,TRADE,Summer
VIC1,2016-01-07 11:30:00,5161.6,35.07,TRADE,Summer
VIC1,2016-01-07 12:00:00,5166.19,38.58,TRADE,Summer
VIC1,2016-01-07 12:30:00,5173.8,38.61,TRADE,Summer
VIC1,2016-01-07 13:00:00,5143.42,35.96,TRADE,Summer
VIC1,2016-01-07 13:30:00,5137.25,34.86,TRADE,Summer
VIC1,2016-01-07 14:00:00,5116.62,36.43,TRADE,Summer
VIC1,2016-01-07 14:30:00,5138.5,35.3,TRADE,Summer
VIC1,2016-01-07 15:00:00,5158.3,35.12,TRADE,Summer
VIC1,2016-01-07 15:30:00,5165.08,35.37,TRADE,Summer
VIC1,2016-01-07 16:00:00,5202.38,35.77,TRADE,Summer
VIC1,2016-01-07 16:30:00,5236.94,35.66,TRADE,Summer
VIC1,2016-01-07 17:00:00,5247.52,38.68,TRADE,Summer
VIC1,2016-01-07 17:30:00,5151.51,35.7,TRADE,Summer
VIC1,2016-01-07 18:00:00,5052.54,34.3,TRADE,Summer
VIC1,2016-01-07 18:30:00,4927.42,37.3,TRADE,Summer
VIC1,2016-01-07 19:00:00,4850.05,34.89,TRADE,Summer
VIC1,2016-01-07 19:30:00,4741.74,37.43,TRADE,Summer
VIC1,2016-01-07 20:00:00,4748.26,38.24,TRADE,Summer
VIC1,2016-01-07 20:30:00,4758.78,35.53,TRADE,Summer
VIC1,2016-01-07 21:00:00,4657.7,34.27,TRADE,Summer
VIC1,2016-01-07 21:30:00,4464.95,34.19,TRADE,Summer
VIC1,2016-01-07 22:00:00,4291.47,32.52,TRADE,Summer
VIC1,2016-01-07 22:30:00,4250.31,32.59,TRADE,Summer
VIC1,2016-01-07 23:00:00,4230.4,37.9,TRADE,Summer
VIC1,2016-01-07 23:30:00,4522.22,37.52,TRADE,Summer
VIC1,2016-01-08 00:00:00,4585.49,39.15,TRADE,Summer
VIC1,2016-01-08 00:30:00,4282.72,35.34,TRADE,Summer
VIC1,2016-01-08 01:00:00,4113.01,33.56,TRADE,Summer
VIC1,2016-01-08 01:30:00,3969.13,32.47,TRADE,Summer
VIC1,2016-01-08 02:00:00,3804.57,31.69,TRADE,Summer
VIC1,2016-01-08 02:30:00,3731.62,30.67,TRADE,Summer
VIC1,2016-01-08 03:00:00,3657.94,25.21,TRADE,Summer
VIC1,2016-01-08 03:30:00,3654.94,26.53,TRADE,Summer
VIC1,2016-01-08 04:00:00,3712.52,30.64,TRADE,Summer
VIC1,2016-01-08 04:30:00,3809.08,36.64,TRADE,Summer
VIC1,2016-01-08 05:00:00,3896.51,42.42,TRADE,Summer
VIC1,2016-01-08 05:30:00,4104.02,37.19,TRADE,Summer
VIC1,2016-01-08 06:00:00,4289.14,36.62,TRADE,Summer
VIC1,2016-01-08 06:30:00,4564.16,40.05,TRADE,Summer
VIC1,2016-01-08 07:00:00,4790.94,41.13,TRADE,Summer
VIC1,2016-01-08 07:30:00,4830.58,38.82,TRADE,Summer
VIC1,2016-01-08 08:00:00,4929.95,39.36,TRADE,Summer
VIC1,2016-01-08 08:30:00,5026.2,39.31,TRADE,Summer
VIC1,2016-01-08 09:00:00,5013.8,38.93,TRADE,Summer
VIC1,2016-01-08 09:30:00,5006.12,38.71,TRADE,Summer
VIC1,2016-01-08 10:00:00,4984.26,39.04,TRADE,Summer
VIC1,2016-01-08 10:30:00,4955.38,37.83,TRADE,Summer
VIC1,2016-01-08 11:00:00,4987.11,39.03,TRADE,Summer
VIC1,2016-01-08 11:30:00,4986.75,39.07,TRADE,Summer
VIC1,2016-01-08 12:00:00,4975.33,38.08,TRADE,Summer
VIC1,2016-01-08 12:30:00,4889.84,38.21,TRADE,Summer
VIC1,2016-01-08 13:00:00,4981.63,38.33,TRADE,Summer
VIC1,2016-01-08 13:30:00,5016.81,38.01,TRADE,Summer
VIC1,2016-01-08 14:00:00,5028.02,37.51,TRADE,Summer
VIC1,2016-01-08 14:30:00,5089.1,36.14,TRADE,Summer
VIC1,2016-01-08 15:00:00,5165.16,37.27,TRADE,Summer
VIC1,2016-01-08 15:30:00,5246.63,35.12,TRADE,Summer
VIC1,2016-01-08 16:00:00,5327.28,38.17,TRADE,Summer
VIC1,2016-01-08 16:30:00,5327.38,38.59,TRADE,Summer
VIC1,2016-01-08 17:00:00,5338.66,39.2,TRADE,Summer
VIC1,2016-01-08 17:30:00,5208.95,38.62,TRADE,Summer
VIC1,2016-01-08 18:00:00,5121.06,35.48,TRADE,Summer
VIC1,2016-01-08 18:30:00,4980.26,35.75,TRADE,Summer
VIC1,2016-01-08 19:00:00,4854.09,37.36,TRADE,Summer
VIC1,2016-01-08 19:30:00,4786.83,39.82,TRADE,Summer
VIC1,2016-01-08 20:00:00,4783.16,39.24,TRADE,Summer
VIC1,2016-01-08 20:30:00,4785.66,37.94,TRADE,Summer
VIC1,2016-01-08 21:00:00,4721.42,36.99,TRADE,Summer
VIC1,2016-01-08 21:30:00,4588.08,36.57,TRADE,Summer
VIC1,2016-01-08 22:00:00,4432.09,33.39,TRADE,Summer
VIC1,2016-01-08 22:30:00,4395.19,33.76,TRADE,Summer
VIC1,2016-01-08 23:00:00,4393.13,34.6,TRADE,Summer
VIC1,2016-01-08 23:30:00,4637.38,35.78,TRADE,Summer
VIC1,2016-01-09 00:00:00,4629.71,36.93,TRADE,Summer
VIC1,2016-01-09 00:30:00,4392.17,34.86,TRADE,Summer
VIC1,2016-01-09 01:00:00,4187.96,34.5,TRADE,Summer
VIC1,2016-01-09 01:30:00,4087.82,34.66,TRADE,Summer
