REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE,Season
VIC1,2016-08-01 00:00:00,5084.18,20.27,TRADE,Winter
VIC1,2016-08-01 00:30:00,4877.35,16.77,TRADE,Winter
VIC1,2016-08-01 01:00:00,4676.99,15.8,TRADE,Winter
VIC1,2016-08-01 01:30:00,4517.33,11.71,TRADE,Winter
VIC1,2016-08-01 02:00:00,4139.55,13.21,TRADE,Winter
VIC1,2016-08-01 02:30:00,4172.84,13.78,TRADE,Winter
VIC1,2016-08-01 03:00:00,4041.2,13.92,TRADE,Winter
VIC1,2016-08-01 03:30:00,3971.0,10.65,TRADE,Winter
VIC1,2016-08-01 04:00:00,3923.08,7.74,TRADE,Winter
VIC1,2016-08-01 04:30:00,3951.63,9.18,TRADE,Winter
VIC1,2016-08-01 05:00:00,4006.62,14.86,TRADE,Winter
VIC1,2016-08-01 05:30:00,4225.0,18.6,TRADE,Winter
VIC1,2016-08-01 06:00:00,4518.89,21.94,TRADE,Winter
VIC1,2016-08-01 06:30:00,5039.61,44.22,TRADE,Winter
VIC1,2016-08-01 07:00:00,5508.11,122.26,TRADE,Winter
VIC1,2016-08-01 07:30:00,5853.89,71.59,TRADE,Winter
VIC1,2016-08-01 08:00:00,6282.33,81.23,TRADE,Winter
VIC1,2016-08-01 08:30:00,6514.23,92.66,TRADE,Winter
VIC1,2016-08-01 09:00:00,6470.56,69.87,TRADE,Winter
VIC1,2016-08-01 09:30:00,6563.22,55.65,TRADE,Winter
VIC1,2016-08-01 10:00:00,6639.71,56.02,TRADE,Winter
VIC1,2016-08-01 10:30:00,6596.85,63.27,TRADE,Winter
VIC1,2016-08-01 11:00:00,6562.11,69.7,TRADE,Winter
VIC1,2016-08-01 11:30:00,6577.78,49.97,TRADE,Winter
VIC1,2016-08-01 12:00:00,6554.7,41.41,TRADE,Winter
VIC1,2016-08-01 12:30:00,6426.48,36.5,TRADE,Winter
VIC1,2016-08-01 13:00:00,6345.03,34.92,TRADE,Winter
VIC1,2016-08-01 13:30:00,6412.88,37.06,TRADE,Winter
VIC1,2016-08-01 14:00:00,6378.54,32.86,TRADE,Winter
VIC1,2016-08-01 14:30:00,6429.82,38.71,TRADE,Winter
VIC1,2016-08-01 15:00:00,6372.03,41.56,TRADE,Winter
VIC1,2016-08-01 15:30:00,6372.23,36.26,TRADE,Winter
VIC1,2016-08-01 16:00:00,6446.72,40.74,TRADE,Winter
VIC1,2016-08-01 16:30:00,6557.71,44.1,TRADE,Winter
VIC1,2016-08-01 17:00:00,6629.8,44.15,TRADE,Winter
VIC1,2016-08-01 17:30:00,6791.33,77.32,TRADE,Winter
VIC1,2016-08-01 18:00:00,6985.71,98.87,TRADE,Winter
VIC1,2016-08-01 18:30:00,6913.84,99.9,TRADE,Winter
VIC1,2016-08-01 19:00:00,6741.63,81.28,TRADE,Winter
VIC1,2016-08-01 19:30:00,6552.24,55.57,TRADE,Winter
VIC1,2016-08-01 20:00:00,6426.85,48.77,TRADE,Winter
VIC1,2016-08-01 20:30:00,6264.79,35.76,TRADE,Winter
VIC1,2016-08-01 21:00:00,6061.61,33.73,TRADE,Winter
VIC1,2016-08-01 21:30:00,5867.86,31.82,TRADE,Winter
VIC1,2016-08-01 22:00:00,5597.59,30.39,TRADE,Winter
VIC1,2016-08-01 22:30:00,5400.26,28.82,TRADE,Winter
VIC1,2016-08-01 23:00:00,5254.18,21.43,TRADE,Winter
VIC1,2016-08-01 23:30:00,5371.8,16.06,TRADE,Winter
VIC1,2016-08-02 00:00:00,5343.84,10.65,TRADE,Winter
VIC1,2016-08-02 00:30:00,5164.98,18.88,TRADE,Winter
VIC1,2016-08-02 01:00:00,4934.21,14.56,TRADE,Winter
VIC1,2016-08-02 01:30:00,4686.21,12.47,TRADE,Winter
VIC1,2016-08-02 02:00:00,4543.08,15.51,TRADE,Winter
VIC1,2016-08-02 02:30:00,4368.12,14.81,TRADE,Winter
VIC1,2016-08-02 03:00:00,4293.42,14.24,TRADE,Winter
VIC1,2016-08-02 03:30:00,4258.34,12.95,TRADE,Winter
VIC1,2016-08-02 04:00:00,4189.33,10.68,TRADE,Winter
VIC1,2016-08-02 04:30:00,4242.19,9.29,TRADE,Winter
VIC1,2016-08-02 05:00:00,4285.32,13.89,TRADE,Winter
VIC1,2016-08-02 05:30:00,4544.56,19.57,TRADE,Winter
VIC1,2016-08-02 06:00:00,4791.91,20.8,TRADE,Winter
VIC1,2016-08-02 06:30:00,5328.6,37.28,TRADE,Winter
VIC1,2016-08-02 07:00:00,5875.13,114.98,TRADE,Winter
VIC1,2016-08-02 07:30:00,6260.69,101.79,TRADE,Winter
VIC1,2016-08-02 08:00:00,6654.1,94.15,TRADE,Winter
VIC1,2016-08-02 08:30:00,6708.2,89.13,TRADE,Winter
VIC1,2016-08-02 09:00:00,6584.73,67.3,TRADE,Winter
VIC1,2016-08-02 09:30:00,6524.04,56.95,TRADE,Winter
VIC1,2016-08-02 10:00:00,6385.57,47.17,TRADE,Winter
VIC1,2016-08-02 10:30:00,6219.72,45.04,TRADE,Winter
VIC1,2016-08-02 11:00:00,6137.93,44.38,TRADE,Winter
VIC1,2016-08-02 11:30:00,5999.15,35.2,TRADE,Winter
VIC1,2016-08-02 12:00:00,5964.54,32.64,TRADE,Winter
VIC1,2016-08-02 12:30:00,5882.5,33.19,TRADE,Winter
VIC1,2016-08-02 13:00:00,5753.01,35.96,TRADE,Winter
VIC1,2016-08-02 13:30:00,5774.38,32.0,TRADE,Winter
VIC1,2016-08-02 14:00:00,5746.23,32.0,TRADE,Winter
VIC1,2016-08-02 14:30:00,5814.81,32.0,TRADE,Winter
VIC1,2016-08-02 15:00:00,5774.85,32.61,TRADE,Winter
VIC1,2016-08-02 15:30:00,5768.9,33.86,TRADE,Winter
VIC1,2016-08-02 16:00:00,5843.05,36.94,TRADE,Winter
VIC1,2016-08-02 16:30:00,6019.69,39.61,TRADE,Winter
VIC1,2016-08-02 17:00:00,6250.05,54.42,TRADE,Winter
VIC1,2016-08-02 17:30:00,6475.14,71.78,TRADE,Winter
VIC1,2016-08-02 18:00:00,6812.33,93.43,TRADE,Winter
VIC1,2016-08-02 18:30:00,6989.97,99.9,TRADE,Winter
VIC1,2016-08-02 19:00:00,6910.92,96.5,TRADE,Winter
VIC1,2016-08-02 19:30:00,6776.06,80.9,TRADE,Winter
VIC1,2016-08-02 20:00:00,6601.41,69.75,TRADE,Winter
VIC1,2016-08-02 20:30:00,6399.61,71.72,TRADE,Winter
VIC1,2016-08-02 21:00:00,6255.84,69.12,TRADE,Winter
VIC1,2016-08-02 21:30:00,6041.58,53.32,TRADE,Winter
VIC1,2016-08-02 22:00:00,5829.74,32.85,TRADE,Winter
VIC1,2016-08-02 22:30:00,5569.75,38.71,TRADE,Winter
VIC1,2016-08-02 23:00:00,5399.82,42.19,TRADE,Winter
VIC1,2016-08-02 23:30:00,5625.83,37.0,TRADE,Winter
VIC1,2016-08-03 00:00:00,5598.77,36.33,TRADE,Winter
VIC1,2016-08-03 00:30:00,5299.61,30.41,TRADE,Winter
VIC1,2016-08-03 01:00:00,5073.79,22.87,TRADE,Winter
VIC1,2016-08-03 01:30:00,4877.22,20.96,TRADE,Winter
VIC1,2016-08-03 02:00:00,4675.31,15.18,TRADE,Winter
VIC1,2016-08-03 02:30:00,4529.59,15.15,TRADE,Winter
VIC1,2016-08-03 03:00:00,4393.22,12.79,TRADE,Winter
VIC1,2016-08-03 03:30:00,4299.46,11.45,TRADE,Winter
VIC1,2016-08-03 04:00:00,4265.73,13.35,TRADE,Winter
VIC1,2016-08-03 04:30:00,4301.07,13.35,TRADE,Winter
VIC1,2016-08-03 05:00:00,4273.96,10.5,TRADE,Winter
VIC1,2016-08-03 05:30:00,4558.84,22.2,TRADE,Winter
VIC1,2016-08-03 06:00:00,4813.73,27.28,TRADE,Winter
VIC1,2016-08-03 06:30:00,5368.43,40.53,TRADE,Winter
VIC1,2016-08-03 07:00:00,5847.44,105.66,TRADE,Winter
VIC1,2016-08-03 07:30:00,6252.11,90.35,TRADE,Winter
VIC1,2016-08-03 08:00:00,6622.66,98.5,TRADE,Winter
VIC1,2016-08-03 08:30:00,6730.36,99.64,TRADE,Winter
VIC1,2016-08-03 09:00:00,6638.21,59.29,TRADE,Winter
VIC1,2016-08-03 09:30:00,6574.12,53.94,TRADE,Winter
VIC1,2016-08-03 10:00:00,6458.0,41.01,TRADE,Winter
VIC1,2016-08-03 10:30:00,6274.3,44.69,TRADE,Winter
VIC1,2016-08-03 11:00:00,6204.03,36.69,TRADE,Winter
VIC1,2016-08-03 11:30:00,6190.08,32.97,TRADE,Winter
VIC1,2016-08-03 12:00:00,6170.71,34.66,TRADE,Winter
VIC1,2016-08-03 12:30:00,6178.99,37.09,TRADE,Winter
VIC1,2016-08-03 13:00:00,6124.41,35.83,TRADE,Winter
VIC1,2016-08-03 13:30:00,6154.03,36.34,TRADE,Winter
VIC1,2016-08-03 14:00:00,6163.12,37.18,TRADE,Winter
VIC1,2016-08-03 14:30:00,6183.97,38.97,TRADE,Winter
VIC1,2016-08-03 15:00:00,6200.6,42.87,TRADE,Winter
VIC1,2016-08-03 15:30:00,6084.01,39.97,TRADE,Winter
VIC1,2016-08-03 16:00:00,6182.54,54.09,TRADE,Winter
VIC1,2016-08-03 16:30:00,6334.11,62.05,TRADE,Winter
VIC1,2016-08-03 17:00:00,6490.73,79.65,TRADE,Winter
VIC1,2016-08-03 17:30:00,6678.92,77.05,TRADE,Winter
VIC1,2016-08-03 18:00:00,6996.18,149.73,TRADE,Winter
VIC1,2016-08-03 18:30:00,7136.18,115.2,TRADE,Winter
VIC1,2016-08-03 19:00:00,7055.13,103.35,TRADE,Winter
VIC1,2016-08-03 19:30:00,6857.02,95.14,TRADE,Winter
VIC1,2016-08-03 20:00:00,6775.73,94.49,TRADE,Winter
VIC1,2016-08-03 20:30:00,6656.15,123.24,TRADE,Winter
VIC1,2016-08-03 21:00:00,6426.29,79.46,TRADE,Winter
VIC1,2016-08-03 21:30:00,6161.11,75.15,TRADE,Winter
VIC1,2016-08-03 22:00:00,5906.03,54.69,TRADE,Winter
VIC1,2016-08-03 22:30:00,5667.9,81.01,TRADE,Winter
VIC1,2016-08-03 23:00:00,5465.59,60.74,TRADE,Winter
VIC1,2016-08-03 23:30:00,5675.94,46.44,TRADE,Winter
VIC1,2016-08-04 00:00:00,5685.77,42.04,TRADE,Winter
VIC1,2016-08-04 00:30:00,5499.01,37.66,TRADE,Winter
VIC1,2016-08-04 01:00:00,5275.71,36.07,TRADE,Winter
VIC1,2016-08-04 01:30:00,5071.2,28.61,TRADE,Winter
VIC1,2016-08-04 02:00:00,4862.73,25.45,TRADE,Winter
VIC1,2016-08-04 02:30:00,4513.73,16.49,TRADE,Winter
VIC1,2016-08-04 03:00:00,4303.14,14.43,TRADE,Winter
VIC1,2016-08-04 03:30:00,4386.14,15.71,TRADE,Winter
VIC1,2016-08-04 04:00:00,4485.27,16.41,TRADE,Winter
VIC1,2016-08-04 04:30:00,4580.69,16.58,TRADE,Winter
VIC1,2016-08-04 05:00:00,4639.29,19.89,TRADE,Winter
VIC1,2016-08-04 05:30:00,4822.91,23.4,TRADE,Winter
VIC1,2016-08-04 06:00:00,5095.58,27.89,TRADE,Winter
VIC1,2016-08-04 06:30:00,5617.32,42.84,TRADE,Winter
VIC1,2016-08-04 07:00:00,6177.54,88.35,TRADE,Winter
VIC1,2016-08-04 07:30:00,6536.42,88.07,TRADE,Winter
VIC1,2016-08-04 08:00:00,6999.18,103.74,TRADE,Winter
VIC1,2016-08-04 08:30:00,7099.28,101.12,TRADE,Winter
VIC1,2016-08-04 09:00:00,6968.9,80.71,TRADE,Winter
VIC1,2016-08-04 09:30:00,6812.37,66.49,TRADE,Winter
VIC1,2016-08-04 10:00:00,6628.54,40.17,TRADE,Winter
VIC1,2016-08-04 10:30:00,6348.97,41.7,TRADE,Winter
VIC1,2016-08-04 11:00:00,6202.2,34.19,TRADE,Winter
VIC1,2016-08-04 11:30:00,6100.98,31.56,TRADE,Winter
VIC1,2016-08-04 12:00:00,5990.47,29.11,TRADE,Winter
VIC1,2016-08-04 12:30:00,5921.5,28.73,TRADE,Winter
VIC1,2016-08-04 13:00:00,5848.95,29.0,TRADE,Winter
VIC1,2016-08-04 13:30:00,5899.45,29.0,TRADE,Winter
VIC1,2016-08-04 14:00:00,5937.72,29.0,TRADE,Winter
VIC1,2016-08-04 14:30:00,5947.47,29.57,TRADE,Winter
VIC1,2016-08-04 15:00:00,5923.99,30.76,TRADE,Winter
VIC1,2016-08-04 15:30:00,5960.12,32.06,TRADE,Winter
VIC1,2016-08-04 16:00:00,6030.46,36.04,TRADE,Winter
VIC1,2016-08-04 16:30:00,6150.15,47.97,TRADE,Winter
VIC1,2016-08-04 17:00:00,6347.58,48.91,TRADE,Winter
VIC1,2016-08-04 17:30:00,6569.05,60.16,TRADE,Winter
VIC1,2016-08-04 18:00:00,6871.22,93.08,TRADE,Winter
VIC1,2016-08-04 18:30:00,7113.28,102.59,TRADE,Winter
VIC1,2016-08-04 19:00:00,7125.13,94.44,TRADE,Winter
VIC1,2016-08-04 19:30:00,6934.34,70.85,TRADE,Winter
VIC1,2016-08-04 20:00:00,6611.51,70.02,TRADE,Winter
VIC1,2016-08-04 20:30:00,6745.47,76.74,TRADE,Winter
VIC1,2016-08-04 21:00:00,6618.6,70.7,TRADE,Winter
VIC1,2016-08-04 21:30:00,6422.36,56.83,TRADE,Winter
VIC1,2016-08-04 22:00:00,6149.13,43.25,TRADE,Winter
VIC1,2016-08-04 22:30:00,5888.01,67.45,TRADE,Winter
VIC1,2016-08-04 23:00:00,5710.31,73.62,TRADE,Winter
VIC1,2016-08-04 23:30:00,5913.88,49.73,TRADE,Winter
VIC1,2016-08-05 00:00:00,5903.5,47.74,TRADE,Winter
VIC1,2016-08-05 00:30:00,5684.87,41.21,TRADE,Winter
VIC1,2016-08-05 01:00:00,5473.23,34.76,TRADE,Winter
VIC1,2016-08-05 01:30:00,5303.31,27.66,TRADE,Winter
VIC1,2016-08-05 02:00:00,5113.79,26.33,TRADE,Winter
VIC1,2016-08-05 02:30:00,4916.22,24.99,TRADE,Winter
VIC1,2016-08-05 03:00:00,4818.52,24.75,TRADE,Winter
VIC1,2016-08-05 03:30:00,4772.21,22.6,TRADE,Winter
VIC1,2016-08-05 04:00:00,4731.13,21.93,TRADE,Winter
VIC1,2016-08-05 04:30:00,4755.78,22.57,TRADE,Winter
VIC1,2016-08-05 05:00:00,4818.37,22.9,TRADE,Winter
VIC1,2016-08-05 05:30:00,5022.88,25.53,TRADE,Winter
VIC1,2016-08-05 06:00:00,5306.53,28.75,TRADE,Winter
VIC1,2016-08-05 06:30:00,5861.91,50.71,TRADE,Winter
VIC1,2016-08-05 07:00:00,6433.56,186.87,TRADE,Winter
VIC1,2016-08-05 07:30:00,6755.29,70.4,TRADE,Winter
VIC1,2016-08-05 08:00:00,7140.33,101.41,TRADE,Winter
VIC1,2016-08-05 08:30:00,7225.84,99.89,TRADE,Winter
VIC1,2016-08-05 09:00:00,7083.19,69.37,TRADE,Winter
VIC1,2016-08-05 09:30:00,7031.49,72.48,TRADE,Winter
VIC1,2016-08-05 10:00:00,6780.5,52.25,TRADE,Winter
VIC1,2016-08-05 10:30:00,6554.42,66.81,TRADE,Winter
VIC1,2016-08-05 11:00:00,6388.29,47.52,TRADE,Winter
VIC1,2016-08-05 11:30:00,6210.38,35.87,TRADE,Winter
VIC1,2016-08-05 12:00:00,6033.57,49.47,TRADE,Winter
VIC1,2016-08-05 12:30:00,5973.97,79.25,TRADE,Winter
VIC1,2016-08-05 13:00:00,5927.48,53.47,TRADE,Winter
VIC1,2016-08-05 13:30:00,5950.14,57.83,TRADE,Winter
VIC1,2016-08-05 14:00:00,6105.21,72.76,TRADE,Winter
VIC1,2016-08-05 14:30:00,6149.54,72.76,TRADE,Winter
VIC1,2016-08-05 15:00:00,6105.14,54.59,TRADE,Winter
VIC1,2016-08-05 15:30:00,6122.43,71.85,TRADE,Winter
VIC1,2016-08-05 16:00:00,6152.88,72.47,TRADE,Winter
VIC1,2016-08-05 16:30:00,6222.46,77.99,TRADE,Winter
VIC1,2016-08-05 17:00:00,6451.03,71.15,TRADE,Winter
VIC1,2016-08-05 17:30:00,6606.57,84.34,TRADE,Winter
VIC1,2016-08-05 18:00:00,6904.76,106.93,TRADE,Winter
VIC1,2016-08-05 18:30:00,7009.64,137.15,TRADE,Winter
VIC1,2016-08-05 19:00:00,6959.72,102.98,TRADE,Winter
VIC1,2016-08-05 19:30:00,6770.43,98.74,TRADE,Winter
VIC1,2016-08-05 20:00:00,6690.08,100.66,TRADE,Winter
VIC1,2016-08-05 20:30:00,6575.18,104.69,TRADE,Winter
VIC1,2016-08-05 21:00:00,6424.73,96.08,TRADE,Winter
VIC1,2016-08-05 21:30:00,6227.56,87.88,TRADE,Winter
VIC1,2016-08-05 22:00:00,6045.98,67.67,TRADE,Winter
VIC1,2016-08-05 22:30:00,5857.79,108.68,TRADE,Winter
VIC1,2016-08-05 23:00:00,5713.1,79.42,TRADE,Winter
VIC1,2016-08-05 23:30:00,5917.73,99.97,TRADE,Winter
VIC1,2016-08-06 00:00:00,5907.32,76.51,TRADE,Winter
VIC1,2016-08-06 00:30:00,5635.75,57.29,TRADE,Winter
VIC1,2016-08-06 01:00:00,5418.87,65.9,TRADE,Winter
VIC1,2016-08-06 01:30:00,5177.52,64.66,TRADE,Winter
VIC1,2016-08-06 02:00:00,4937.91,37.33,TRADE,Winter
VIC1,2016-08-06 02:30:00,4771.91,42.94,TRADE,Winter
VIC1,2016-08-06 03:00:00,4647.81,30.33,TRADE,Winter
VIC1,2016-08-06 03:30:00,4582.13,28.75,TRADE,Winter
VIC1,2016-08-06 04:00:00,4517.74,26.17,TRADE,Winter
VIC1,2016-08-06 04:30:00,4504.86,28.06,TRADE,Winter
VIC1,2016-08-06 05:00:00,4524.39,30.4,TRADE,Winter
VIC1,2016-08-06 05:30:00,4577.38,42.14,TRADE,Winter
VIC1,2016-08-06 06:00:00,4681.46,45.43,TRADE,Winter
VIC1,2016-08-06 06:30:00,4905.71,39.25,TRADE,Winter
VIC1,2016-08-06 07:00:00,5155.53,40.39,TRADE,Winter
VIC1,2016-08-06 07:30:00,5249.66,45.07,TRADE,Winter
VIC1,2016-08-06 08:00:00,5477.29,57.8,TRADE,Winter
VIC1,2016-08-06 08:30:00,5779.15,68.54,TRADE,Winter
VIC1,2016-08-06 09:00:00,5947.96,74.42,TRADE,Winter
VIC1,2016-08-06 09:30:00,6041.74,81.89,TRADE,Winter
VIC1,2016-08-06 10:00:00,6019.64,68.44,TRADE,Winter
VIC1,2016-08-06 10:30:00,5943.44,68.18,TRADE,Winter
VIC1,2016-08-06 11:00:00,5863.08,55.73,TRADE,Winter
VIC1,2016-08-06 11:30:00,5728.1,43.94,TRADE,Winter
VIC1,2016-08-06 12:00:00,5688.93,42.96,TRADE,Winter
VIC1,2016-08-06 12:30:00,5597.4,42.07,TRADE,Winter
VIC1,2016-08-06 13:00:00,5491.4,43.12,TRADE,Winter
VIC1,2016-08-06 13:30:00,5511.87,47.17,TRADE,Winter
VIC1,2016-08-06 14:00:00,5384.85,42.34,TRADE,Winter
VIC1,2016-08-06 14:30:00,5323.87,39.53,TRADE,Winter
VIC1,2016-08-06 15:00:00,5302.85,44.69,TRADE,Winter
VIC1,2016-08-06 15:30:00,5321.32,50.19,TRADE,Winter
VIC1,2016-08-06 16:00:00,5365.4,50.14,TRADE,Winter
VIC1,2016-08-06 16:30:00,5439.75,53.13,TRADE,Winter
VIC1,2016-08-06 17:00:00,5634.8,61.48,TRADE,Winter
VIC1,2016-08-06 17:30:00,5864.86,61.02,TRADE,Winter
VIC1,2016-08-06 18:00:00,6195.53,85.39,TRADE,Winter
VIC1,2016-08-06 18:30:00,6340.68,98.36,TRADE,Winter
VIC1,2016-08-06 19:00:00,6267.33,83.01,TRADE,Winter
VIC1,2016-08-06 19:30:00,6104.21,64.03,TRADE,Winter
VIC1,2016-08-06 20:00:00,5980.62,61.09,TRADE,Winter
VIC1,2016-08-06 20:30:00,5858.62,66.94,TRADE,Winter
VIC1,2016-08-06 21:00:00,5769.62,52.7,TRADE,Winter
VIC1,2016-08-06 21:30:00,5619.98,44.03,TRADE,Winter
VIC1,2016-08-06 22:00:00,5461.75,52.79,TRADE,Winter
VIC1,2016-08-06 22:30:00,5365.39,54.49,TRADE,Winter
VIC1,2016-08-06 23:00:00,5311.9,42.56,TRADE,Winter
VIC1,2016-08-06 23:30:00,5614.91,50.14,TRADE,Winter
VIC1,2016-08-07 00:00:00,5623.29,45.49,TRADE,Winter
VIC1,2016-08-07 00:30:00,5406.05,47.21,TRADE,Winter
VIC1,2016-08-07 01:00:00,5196.2,34.98,TRADE,Winter
VIC1,2016-08-07 01:30:00,5002.01,25.6,TRADE,Winter
VIC1,2016-08-07 02:00:00,4759.52,19.59,TRADE,Winter
VIC1,2016-08-07 02:30:00,4551.28,17.64,TRADE,Winter
VIC1,2016-08-07 03:00:00,4398.85,15.7,TRADE,Winter
VIC1,2016-08-07 03:30:00,4305.06,15.79,TRADE,Winter
VIC1,2016-08-07 04:00:00,4221.75,15.39,TRADE,Winter
VIC1,2016-08-07 04:30:00,4201.29,15.47,TRADE,Winter
VIC1,2016-08-07 05:00:00,4191.91,12.13,TRADE,Winter
VIC1,2016-08-07 05:30:00,4196.03,13.06,TRADE,Winter
VIC1,2016-08-07 06:00:00,4265.52,15.07,TRADE,Winter
VIC1,2016-08-07 06:30:00,4406.01,14.51,TRADE,Winter
VIC1,2016-08-07 07:00:00,4577.97,13.95,TRADE,Winter
VIC1,2016-08-07 07:30:00,4583.17,16.8,TRADE,Winter
VIC1,2016-08-07 08:00:00,4783.53,21.13,TRADE,Winter
VIC1,2016-08-07 08:30:00,4996.66,26.67,TRADE,Winter
VIC1,2016-08-07 09:00:00,5068.08,30.18,TRADE,Winter
VIC1,2016-08-07 09:30:00,5112.28,31.56,TRADE,Winter
VIC1,2016-08-07 10:00:00,5070.92,27.91,TRADE,Winter
VIC1,2016-08-07 10:30:00,5012.85,25.63,TRADE,Winter
VIC1,2016-08-07 11:00:00,4877.03,24.44,TRADE,Winter
VIC1,2016-08-07 11:30:00,4764.47,16.28,TRADE,Winter
VIC1,2016-08-07 12:00:00,4696.94,16.86,TRADE,Winter
VIC1,2016-08-07 12:30:00,4654.76,15.78,TRADE,Winter
VIC1,2016-08-07 13:00:00,4590.38,13.23,TRADE,Winter
VIC1,2016-08-07 13:30:00,4636.94,13.43,TRADE,Winter
VIC1,2016-08-07 14:00:00,4655.02,13.96,TRADE,Winter
VIC1,2016-08-07 14:30:00,4628.03,14.05,TRADE,Winter
VIC1,2016-08-07 15:00:00,4639.04,15.08,TRADE,Winter
VIC1,2016-08-07 15:30:00,4751.79,15.76,TRADE,Winter
VIC1,2016-08-07 16:00:00,4886.39,20.71,TRADE,Winter
VIC1,2016-08-07 16:30:00,5045.86,22.24,TRADE,Winter
VIC1,2016-08-07 17:00:00,5274.8,44.9,TRADE,Winter
VIC1,2016-08-07 17:30:00,5560.1,51.51,TRADE,Winter
VIC1,2016-08-07 18:00:00,5966.93,85.1,TRADE,Winter
VIC1,2016-08-07 18:30:00,6233.35,100.86,TRADE,Winter
VIC1,2016-08-07 19:00:00,6211.41,96.8,TRADE,Winter
VIC1,2016-08-07 19:30:00,6112.17,72.5,TRADE,Winter
VIC1,2016-08-07 20:00:00,6030.4,69.12,TRADE,Winter
VIC1,2016-08-07 20:30:00,5901.36,63.03,TRADE,Winter
VIC1,2016-08-07 21:00:00,5817.99,52.11,TRADE,Winter
VIC1,2016-08-07 21:30:00,5643.53,36.7,TRADE,Winter
VIC1,2016-08-07 22:00:00,5439.44,29.39,TRADE,Winter
VIC1,2016-08-07 22:30:00,5282.67,24.74,TRADE,Winter
VIC1,2016-08-07 23:00:00,5148.87,19.05,TRADE,Winter
VIC1,2016-08-07 23:30:00,5378.67,20.46,TRADE,Winter
VIC1,2016-08-08 00:00:00,5451.27,22.46,TRADE,Winter
VIC1,2016-08-08 00:30:00,5240.82,24.95,TRADE,Winter
VIC1,2016-08-08 01:00:00,5079.84,22.78,TRADE,Winter
VIC1,2016-08-08 01:30:00,4896.87,17.04,TRADE,Winter
VIC1,2016-08-08 02:00:00,4623.73,14.99,TRADE,Winter
VIC1,2016-08-08 02:30:00,4501.13,13.7,TRADE,Winter
VIC1,2016-08-08 03:00:00,4369.92,11.88,TRADE,Winter
VIC1,2016-08-08 03:30:00,4271.58,10.9,TRADE,Winter
VIC1,2016-08-08 04:00:00,4245.5,9.17,TRADE,Winter
VIC1,2016-08-08 04:30:00,4277.81,5.91,TRADE,Winter
VIC1,2016-08-08 05:00:00,4324.82,9.01,TRADE,Winter
VIC1,2016-08-08 05:30:00,4539.19,13.23,TRADE,Winter
VIC1,2016-08-08 06:00:00,4820.21,14.63,TRADE,Winter
VIC1,2016-08-08 06:30:00,5323.8,23.53,TRADE,Winter
VIC1,2016-08-08 07:00:00,5841.54,99.74,TRADE,Winter
VIC1,2016-08-08 07:30:00,6255.63,49.41,TRADE,Winter
VIC1,2016-08-08 08:00:00,6620.85,57.78,TRADE,Winter
VIC1,2016-08-08 08:30:00,6716.05,41.96,TRADE,Winter
VIC1,2016-08-08 09:00:00,6584.92,32.66,TRADE,Winter
VIC1,2016-08-08 09:30:00,6550.5,33.3,TRADE,Winter
VIC1,2016-08-08 10:00:00,6431.36,29.43,TRADE,Winter
VIC1,2016-08-08 10:30:00,6328.31,29.8,TRADE,Winter
VIC1,2016-08-08 11:00:00,6383.66,27.87,TRADE,Winter
VIC1,2016-08-08 11:30:00,6350.92,27.96,TRADE,Winter
VIC1,2016-08-08 12:00:00,6284.31,26.81,TRADE,Winter
VIC1,2016-08-08 12:30:00,6213.06,28.43,TRADE,Winter
VIC1,2016-08-08 13:00:00,6170.09,27.22,TRADE,Winter
VIC1,2016-08-08 13:30:00,6045.68,24.23,TRADE,Winter
VIC1,2016-08-08 14:00:00,6076.09,32.71,TRADE,Winter
VIC1,2016-08-08 14:30:00,5919.58,23.75,TRADE,Winter
VIC1,2016-08-08 15:00:00,5787.52,20.85,TRADE,Winter
VIC1,2016-08-08 15:30:00,5742.29,21.3,TRADE,Winter
VIC1,2016-08-08 16:00:00,5807.15,21.85,TRADE,Winter
VIC1,2016-08-08 16:30:00,5860.64,25.52,TRADE,Winter
VIC1,2016-08-08 17:00:00,6059.73,31.83,TRADE,Winter
VIC1,2016-08-08 17:30:00,6277.67,41.45,TRADE,Winter
VIC1,2016-08-08 18:00:00,6644.02,81.45,TRADE,Winter
VIC1,2016-08-08 18:30:00,6901.89,93.13,TRADE,Winter
VIC1,2016-08-08 19:00:00,6955.67,93.0,TRADE,Winter
VIC1,2016-08-08 19:30:00,6788.29,77.34,TRADE,Winter
VIC1,2016-08-08 20:00:00,6614.51,52.31,TRADE,Winter
VIC1,2016-08-08 20:30:00,6443.48,42.36,TRADE,Winter
VIC1,2016-08-08 21:00:00,6278.82,34.75,TRADE,Winter
VIC1,2016-08-08 21:30:00,6041.13,31.8,TRADE,Winter
VIC1,2016-08-08 22:00:00,5754.46,29.44,TRADE,Winter
VIC1,2016-08-08 22:30:00,5492.1,31.1,TRADE,Winter
VIC1,2016-08-08 23:00:00,5311.97,24.54,TRADE,Winter
VIC1,2016-08-08 23:30:00,5512.52,24.96,TRADE,Winter
VIC1,2016-08-09 00:00:00,5511.2,27.24,TRADE,Winter
VIC1,2016-08-09 00:30:00,5287.36,23.66,TRADE,Winter
VIC1,2016-08-09 01:00:00,5018.23,17.81,TRADE,Winter
