date,Category,Count,Cumulative_Sum
2015-12,6.5–9.5,2833,135090
2016-01,6.5–9.5,2359,137449
2016-02,6.5–9.5,3079,140528
2016-03,6.5–9.5,3038,143566
2016-04,6.5–9.5,3522,147088
2016-05,6.5–9.5,3916,151004
2016-06,6.5–9.5,3603,154607
2016-07,6.5–9.5,3727,158334
2016-08,6.5–9.5,4050,162384
2016-09,6.5–9.5,4104,166488
2016-10,6.5–9.5,4294,170782
2016-11,6.5–9.5,5479,176261
2016-12,6.5–9.5,6306,182567
2017-01,6.5–9.5,4105,186672
2017-02,6.5–9.5,4848,191520
2017-03,6.5–9.5,5535,197055
2017-04,6.5–9.5,5140,202195
2017-05,6.5–9.5,7028,209223
2017-06,6.5–9.5,6644,215867
2017-07,6.5–9.5,6627,222494
2017-08,6.5–9.5,8928,231422
2017-09,6.5–9.5,9220,240642
2017-10,6.5–9.5,10992,251634
2017-11,6.5–9.5,14002,265636
2017-12,6.5–9.5,15309,280945
2018-01,6.5–9.5,12663,293608
2018-02,6.5–9.5,14329,307937
2018-03,6.5–9.5,17518,325455
2018-04,6.5–9.5,16520,341975
2018-05,6.5–9.5,22124,364099
2018-06,6.5–9.5,24886,388985
2018-07,6.5–9.5,31170,420155
2018-08,6.5–9.5,37542,457697
2018-09,6.5–9.5,42000,499697
2018-10,6.5–9.5,51122,550819
2018-11,6.5–9.5,61671,612490
2018-12,6.5–9.5,57267,669757
2019-01,6.5–9.5,52656,722413
2019-02,6.5–9.5,62885,785298
2019-03,6.5–9.5,66520,851818
2019-04,6.5–9.5,59631,911449
2019-05,6.5–9.5,67815,979264
2019-06,6.5–9.5,56438,1035702
2019-07,6.5–9.5,71167,1106869
2019-08,6.5–9.5,74781,1181650
2019-09,6.5–9.5,81799,1263449
2019-10,6.5–9.5,95768,1359217
2019-11,6.5–9.5,106567,1465784
2019-12,6.5–9.5,107679,1573463
2020-01,6.5–9.5,91170,1664633
2020-02,6.5–9.5,107374,1772007
2020-03,6.5–9.5,117388,1889395
2020-04,6.5–9.5,99442,1988837
2020-05,6.5–9.5,104182,2093019
2020-06,6.5–9.5,115750,2208769
2020-07,6.5–9.5,134148,2342917
2020-08,6.5–9.5,115163,2458080
2020-09,6.5–9.5,127397,2585477
2020-10,6.5–9.5,136506,2721983
2020-11,6.5–9.5,159093,2881076
2020-12,6.5–9.5,146623,3027699
2021-01,6.5–9.5,114776,3142475
2021-02,6.5–9.5,138575,3281050
2021-03,6.5–9.5,147479,3428529
2021-04,6.5–9.5,126989,3555518
2021-05,6.5–9.5,116289,3671807
2021-06,6.5–9.5,115985,3787792
2021-07,6.5–9.5,112301,3900093
2021-08,6.5–9.5,110768,4010861
2021-09,6.5–9.5,111163,4122024
2021-10,6.5–9.5,107753,4229777
2021-11,6.5–9.5,117792,4347569
2021-12,6.5–9.5,113818,4461387
2022-01,6.5–9.5,67497,4528884
2022-02,6.5–9.5,90539,4619423
2022-03,6.5–9.5,96079,4715502
2022-04,6.5–9.5,75265,4790767
2022-05,6.5–9.5,82456,4873223
2022-06,6.5–9.5,95528,4968751
2022-07,6.5–9.5,96774,5065525
2022-08,6.5–9.5,107033,5172558
2022-09,6.5–9.5,97388,5269946
2022-10,6.5–9.5,89724,5359670
2022-11,6.5–9.5,114561,5474231
2022-12,6.5–9.5,106918,5581149
2023-01,6.5–9.5,77855,5659004
2023-02,6.5–9.5,95883,5754887
2023-03,6.5–9.5,98651,5853538
2023-04,6.5–9.5,76114,5929652
2023-05,6.5–9.5,94119,6023771
2023-06,6.5–9.5,88558,6112329
2023-07,6.5–9.5,93322,6205651
2023-08,6.5–9.5,102450,6308101
2023-09,6.5–9.5,93375,6401476
2023-10,6.5–9.5,97407,6498883
2023-11,6.5–9.5,100716,6599599
2023-12,6.5–9.5,91255,6690854
2024-01,6.5–9.5,68969,6759823
2024-02,6.5–9.5,88554,6848377
2024-03,6.5–9.5,79162,6927539
2024-04,6.5–9.5,76625,7004164
2024-05,6.5–9.5,77925,7082089
2024-06,6.5–9.5,39915,7122004
2007-01,9.5–14,10,10
2007-02,9.5–14,0,10
2007-03,9.5–14,11,21
2007-04,9.5–14,11,32
2007-05,9.5–14,0,32
2007-06,9.5–14,0,32
2007-07,9.5–14,0,32
2007-08,9.5–14,11,43
2007-09,9.5–14,26,69
2007-10,9.5–14,10,79
2007-11,9.5–14,10,89
2007-12,9.5–14,58,147
2008-01,9.5–14,0,147
2008-02,9.5–14,0,147
2008-03,9.5–14,0,147
2008-04,9.5–14,12,159
2008-05,9.5–14,11,170
2008-06,9.5–14,47,217
2008-07,9.5–14,34,251
2008-08,9.5–14,11,262
2008-09,9.5–14,10,272
2008-10,9.5–14,10,282
2008-11,9.5–14,22,304
2008-12,9.5–14,48,352
2009-01,9.5–14,10,362
2009-02,9.5–14,0,362
2009-03,9.5–14,10,372
2009-04,9.5–14,48,420
2009-05,9.5–14,30,450
2009-06,9.5–14,33,483
2009-07,9.5–14,32,515
2009-08,9.5–14,96,611
2009-09,9.5–14,130,741
2009-10,9.5–14,43,784
2009-11,9.5–14,98,882
2009-12,9.5–14,138,1020
2010-01,9.5–14,166,1186
2010-02,9.5–14,297,1483
2010-03,9.5–14,516,1999
2010-04,9.5–14,530,2529
2010-05,9.5–14,812,3341
2010-06,9.5–14,1670,5011
2010-07,9.5–14,1636,6647
2010-08,9.5–14,1838,8485
2010-09,9.5–14,2181,10666
2010-10,9.5–14,1984,12650
2010-11,9.5–14,2340,14990
2010-12,9.5–14,2096,17086
2011-01,9.5–14,3644,20730
2011-02,9.5–14,3321,24051
2011-03,9.5–14,5072,29123
2011-04,9.5–14,5117,34240
2011-05,9.5–14,5402,39642
2011-06,9.5–14,5513,45155
2011-07,9.5–14,1590,46745
2011-08,9.5–14,1464,48209
2011-09,9.5–14,1466,49675
2011-10,9.5–14,1504,51179
2011-11,9.5–14,2392,53571
2011-12,9.5–14,1061,54632
2012-01,9.5–14,1004,55636
2012-02,9.5–14,1266,56902
2012-03,9.5–14,1503,58405
2012-04,9.5–14,1432,59837
2012-05,9.5–14,2256,62093
2012-06,9.5–14,5061,67154
2012-07,9.5–14,1530,68684
2012-08,9.5–14,1658,70342
2012-09,9.5–14,2366,72708
2012-10,9.5–14,1547,74255
2012-11,9.5–14,1755,76010
2012-12,9.5–14,3842,79852
2013-01,9.5–14,1947,81799
2013-02,9.5–14,2232,84031
2013-03,9.5–14,2207,86238
2013-04,9.5–14,2836,89074
2013-05,9.5–14,2847,91921
2013-06,9.5–14,3553,95474
2013-07,9.5–14,3123,98597
2013-08,9.5–14,3460,102057
2013-09,9.5–14,4193,106250
2013-10,9.5–14,4348,110598
2013-11,9.5–14,4673,115271
2013-12,9.5–14,3923,119194
2014-01,9.5–14,4347,123541
2014-02,9.5–14,2498,126039
2014-03,9.5–14,2553,128592
2014-04,9.5–14,2354,130946
2014-05,9.5–14,3262,134208
2014-06,9.5–14,2550,136758
2014-07,9.5–14,2925,139683
2014-08,9.5–14,3052,142735
2014-09,9.5–14,3212,145947
2014-10,9.5–14,3499,149446
2014-11,9.5–14,3048,152494
2014-12,9.5–14,3057,155551
2015-01,9.5–14,2229,157780
2015-02,9.5–14,3048,160828
2015-03,9.5–14,2883,163711
2015-04,9.5–14,2641,166352
2015-05,9.5–14,3029,169381
2015-06,9.5–14,3142,172523
2015-07,9.5–14,3602,176125
2015-08,9.5–14,2883,179008
2015-09,9.5–14,2981,181989
2015-10,9.5–14,2903,184892
2015-11,9.5–14,3239,188131
2015-12,9.5–14,3514,191645
2016-01,9.5–14,2203,193848
2016-02,9.5–14,2828,196676
2016-03,9.5–14,2780,199456
2016-04,9.5–14,3106,202562
2016-05,9.5–14,3134,205696
2016-06,9.5–14,3579,209275
2016-07,9.5–14,3756,213031
2016-08,9.5–14,3843,216874
2016-09,9.5–14,4290,221164
2016-10,9.5–14,4141,225305
2016-11,9.5–14,4496,229801
2016-12,9.5–14,6205,236006
2017-01,9.5–14,2809,238815
2017-02,9.5–14,4406,243221
2017-03,9.5–14,5304,248525
2017-04,9.5–14,4106,252631
2017-05,9.5–14,6279,258910
2017-06,9.5–14,6411,265321
2017-07,9.5–14,6465,271786
2017-08,9.5–14,7661,279447
2017-09,9.5–14,7821,287268
2017-10,9.5–14,8541,295809
2017-11,9.5–14,11091,306900
2017-12,9.5–14,11821,318721
2018-01,9.5–14,7672,326393
2018-02,9.5–14,10030,336423
2018-03,9.5–14,11380,347803
2018-04,9.5–14,9907,357710
2018-05,9.5–14,12998,370708
2018-06,9.5–14,12174,382882
2018-07,9.5–14,13537,396419
2018-08,9.5–14,14238,410657
2018-09,9.5–14,12994,423651
2018-10,9.5–14,15560,439211
2018-11,9.5–14,17494,456705
2018-12,9.5–14,19639,476344
2019-01,9.5–14,11040,487384
2019-02,9.5–14,16922,504306
2019-03,9.5–14,17597,521903
2019-04,9.5–14,16895,538798
2019-05,9.5–14,21330,560128
2019-06,9.5–14,18453,578581
2019-07,9.5–14,21006,599587
2019-08,9.5–14,20317,619904
2019-09,9.5–14,23013,642917
2019-10,9.5–14,26788,669705
2019-11,9.5–14,30390,700095
2019-12,9.5–14,33791,733886
2020-01,9.5–14,21388,755274
2020-02,9.5–14,28054,783328
2020-03,9.5–14,34742,818070
2020-04,9.5–14,32868,850938
2020-05,9.5–14,35434,886372
2020-06,9.5–14,39622,925994
2020-07,9.5–14,46334,972328
2020-08,9.5–14,42974,1015302
2020-09,9.5–14,51244,1066546
2020-10,9.5–14,52694,1119240
2020-11,9.5–14,65850,1185090
2020-12,9.5–14,71888,1256978
2021-01,9.5–14,46877,1303855
2021-02,9.5–14,63729,1367584
2021-03,9.5–14,72666,1440250
2021-04,9.5–14,65880,1506130
2021-05,9.5–14,62859,1568989
2021-06,9.5–14,64301,1633290
2021-07,9.5–14,62531,1695821
2021-08,9.5–14,63496,1759317
2021-09,9.5–14,75908,1835225
2021-10,9.5–14,72824,1908049
2021-11,9.5–14,78615,1986664
2021-12,9.5–14,90020,2076684
2022-01,9.5–14,40605,2117289
2022-02,9.5–14,60783,2178072
2022-03,9.5–14,64830,2242902
2022-04,9.5–14,54376,2297278
2022-05,9.5–14,58962,2356240
2022-06,9.5–14,71066,2427306
2022-07,9.5–14,68843,2496149
2022-08,9.5–14,83628,2579777
2022-09,9.5–14,76725,2656502
2022-10,9.5–14,72970,2729472
2022-11,9.5–14,100406,2829878
2022-12,9.5–14,100522,2930400
2023-01,9.5–14,58862,2989262
2023-02,9.5–14,79520,3068782
2023-03,9.5–14,83825,3152607
2023-04,9.5–14,67968,3220575
2023-05,9.5–14,88720,3309295
2023-06,9.5–14,85893,3395188
2023-07,9.5–14,94146,3489334
2023-08,9.5–14,105818,3595152
2023-09,9.5–14,101477,3696629
2023-10,9.5–14,107624,3804253
2023-11,9.5–14,120055,3924308
2023-12,9.5–14,118021,4042329
2024-01,9.5–14,73359,4115688
2024-02,9.5–14,101995,4217683
2024-03,9.5–14,97716,4315399
2024-04,9.5–14,98430,4413829
2024-05,9.5–14,99339,4513168
2024-06,9.5–14,56305,4569473
2007-01,14–25,20,20
2007-02,14–25,0,20
2007-03,14–25,0,20
2007-04,14–25,0,20
2007-05,14–25,0,20
2007-06,14–25,0,20
2007-07,14–25,38,58
2007-08,14–25,0,58
2007-09,14–25,0,58
2007-10,14–25,36,94
2007-11,14–25,0,94
2007-12,14–25,31,125
2008-01,14–25,0,125
2008-02,14–25,0,125
2008-03,14–25,0,125
2008-04,14–25,0,125
2008-05,14–25,0,125
2008-06,14–25,15,140
2008-07,14–25,49,189
2008-08,14–25,17,206
2008-09,14–25,0,206
2008-10,14–25,16,222
2008-11,14–25,34,256
2008-12,14–25,20,276
2009-01,14–25,16,292
2009-02,14–25,43,335
2009-03,14–25,15,350
2009-04,14–25,23,373
2009-05,14–25,14,387
2009-06,14–25,87,474
2009-07,14–25,40,514
2009-08,14–25,32,546
2009-09,14–25,103,649
2009-10,14–25,59,708
2009-11,14–25,61,769
2009-12,14–25,40,809
2010-01,14–25,0,809
2010-02,14–25,100,909
2010-03,14–25,153,1062
2010-04,14–25,135,1197
2010-05,14–25,67,1264
2010-06,14–25,114,1378
2010-07,14–25,125,1503
2010-08,14–25,185,1688
2010-09,14–25,241,1929
2010-10,14–25,152,2081
2010-11,14–25,438,2519
2010-12,14–25,243,2762
2011-01,14–25,264,3026
2011-02,14–25,409,3435
2011-03,14–25,375,3810
2011-04,14–25,554,4364
2011-05,14–25,697,5061
2011-06,14–25,2044,7105
2011-07,14–25,667,7772
2011-08,14–25,457,8229
2011-09,14–25,574,8803
2011-10,14–25,452,9255
2011-11,14–25,355,9610
2011-12,14–25,584,10194
2012-01,14–25,203,10397
2012-02,14–25,429,10826
2012-03,14–25,459,11285
2012-04,14–25,754,12039
2012-05,14–25,1052,13091
2012-06,14–25,1785,14876
2012-07,14–25,1247,16123
2012-08,14–25,832,16955
2012-09,14–25,1735,18690
2012-10,14–25,1225,19915
2012-11,14–25,1065,20980
2012-12,14–25,1841,22821
2013-01,14–25,1131,23952
2013-02,14–25,1717,25669
2013-03,14–25,1758,27427
2013-04,14–25,1262,28689
2013-05,14–25,2163,30852
2013-06,14–25,2339,33191
2013-07,14–25,1989,35180
2013-08,14–25,1818,36998
2013-09,14–25,2124,39122
2013-10,14–25,2355,41477
2013-11,14–25,2313,43790
2013-12,14–25,2611,46401
2014-01,14–25,2693,49094
2014-02,14–25,1729,50823
2014-03,14–25,2058,52881
2014-04,14–25,1590,54471
2014-05,14–25,2429,56900
2014-06,14–25,2450,59350
2014-07,14–25,2926,62276
2014-08,14–25,2735,65011
2014-09,14–25,2747,67758
2014-10,14–25,3423,71181
2014-11,14–25,2244,73425
2014-12,14–25,3015,76440
2015-01,14–25,2235,78675
2015-02,14–25,2908,81583
2015-03,14–25,2993,84576
2015-04,14–25,2843,87419
2015-05,14–25,2841,90260
2015-06,14–25,3718,93978
2015-07,14–25,3400,97378
2015-08,14–25,2688,100066
2015-09,14–25,3351,103417
2015-10,14–25,2604,106021
2015-11,14–25,3055,109076
2015-12,14–25,3203,112279
2016-01,14–25,1857,114136
2016-02,14–25,2733,116869
2016-03,14–25,2453,119322
2016-04,14–25,2805,122127
2016-05,14–25,3212,125339
2016-06,14–25,3714,129053
2016-07,14–25,3369,132422
2016-08,14–25,3993,136415
2016-09,14–25,3920,140335
2016-10,14–25,3365,143700
2016-11,14–25,4153,147853
2016-12,14–25,5589,153442
2017-01,14–25,2126,155568
2017-02,14–25,3355,158923
2017-03,14–25,4000,162923
2017-04,14–25,3254,166177
2017-05,14–25,5802,171979
2017-06,14–25,5915,177894
2017-07,14–25,5291,183185
2017-08,14–25,5121,188306
2017-09,14–25,5299,193605
2017-10,14–25,5503,199108
2017-11,14–25,7440,206548
2017-12,14–25,8685,215233
2018-01,14–25,4114,219347
2018-02,14–25,5896,225243
2018-03,14–25,6812,232055
2018-04,14–25,6795,238850
2018-05,14–25,8094,246944
2018-06,14–25,8637,255581
2018-07,14–25,7930,263511
2018-08,14–25,9173,272684
2018-09,14–25,7125,279809
2018-10,14–25,7707,287516
2018-11,14–25,8974,296490
2018-12,14–25,12044,308534
2019-01,14–25,4866,313400
2019-02,14–25,7043,320443
2019-03,14–25,8610,329053
2019-04,14–25,6924,335977
2019-05,14–25,9613,345590
2019-06,14–25,10654,356244
2019-07,14–25,9966,366210
2019-08,14–25,9279,375489
2019-09,14–25,9804,385293
2019-10,14–25,10205,395498
2019-11,14–25,11336,406834
2019-12,14–25,15170,422004
2020-01,14–25,6194,428198
2020-02,14–25,8953,437151
2020-03,14–25,10758,447909
2020-04,14–25,9624,457533
2020-05,14–25,10934,468467
2020-06,14–25,13153,481620
2020-07,14–25,12624,494244
2020-08,14–25,11951,506195
2020-09,14–25,15676,521871
2020-10,14–25,13561,535432
2020-11,14–25,15729,551161
2020-12,14–25,22794,573955
2021-01,14–25,8040,581995
2021-02,14–25,13152,595147
2021-03,14–25,15276,610423
2021-04,14–25,14168,624591
2021-05,14–25,16299,640890
2021-06,14–25,17467,658357
2021-07,14–25,15321,673678
2021-08,14–25,15193,688871
2021-09,14–25,16480,705351
2021-10,14–25,16355,721706
2021-11,14–25,17719,739425
2021-12,14–25,25437,764862
2022-01,14–25,6615,771477
2022-02,14–25,12077,783554
2022-03,14–25,13367,796921
2022-04,14–25,11961,808882
2022-05,14–25,13188,822070
2022-06,14–25,17465,839535
2022-07,14–25,14866,854401
2022-08,14–25,17094,871495
2022-09,14–25,16282,887777
2022-10,14–25,17664,905441
2022-11,14–25,22686,928127
2022-12,14–25,29970,958097
2023-01,14–25,8694,966791
2023-02,14–25,15840,982631
2023-03,14–25,19026,1001657
2023-04,14–25,14743,1016400
2023-05,14–25,20278,1036678
2023-06,14–25,20897,1057575
2023-07,14–25,19988,1077563
2023-08,14–25,22846,1100409
2023-09,14–25,22602,1123011
2023-10,14–25,22684,1145695
2023-11,14–25,26823,1172518
2023-12,14–25,34411,1206929
2024-01,14–25,12321,1219250
2024-02,14–25,19101,1238351
2024-03,14–25,21360,1259711
2024-04,14–25,20826,1280537
2024-05,14–25,22520,1303057
2024-06,14–25,12334,1315391
2007-01,25–50,0,0
2007-02,25–50,0,0
2007-03,25–50,0,0
2007-04,25–50,0,0
2007-05,25–50,0,0
2007-06,25–50,0,0
2007-07,25–50,0,0
2007-08,25–50,0,0
2007-09,25–50,0,0
2007-10,25–50,0,0
2007-11,25–50,32,32
2007-12,25–50,0,32
2008-01,25–50,0,32
2008-02,25–50,0,32
2008-03,25–50,0,32
2008-04,25–50,36,68
2008-05,25–50,0,68
2008-06,25–50,0,68
2008-07,25–50,0,68
2008-08,25–50,0,68
2008-09,25–50,0,68
2008-10,25–50,30,98
2008-11,25–50,0,98
2008-12,25–50,58,156
2009-01,25–50,0,156
2009-02,25–50,0,156
2009-03,25–50,0,156
2009-04,25–50,0,156
2009-05,25–50,56,212
2009-06,25–50,0,212
2009-07,25–50,34,246
2009-08,25–50,71,317
2009-09,25–50,129,446
2009-10,25–50,57,503
2009-11,25–50,0,503
2009-12,25–50,116,619
2010-01,25–50,64,683
2010-02,25–50,0,683
2010-03,25–50,182,865
2010-04,25–50,29,894
2010-05,25–50,85,979
2010-06,25–50,249,1228
2010-07,25–50,290,1518
2010-08,25–50,323,1841
2010-09,25–50,266,2107
2010-10,25–50,218,2325
2010-11,25–50,576,2901
2010-12,25–50,309,3210
2011-01,25–50,419,3629
2011-02,25–50,273,3902
2011-03,25–50,522,4424
2011-04,25–50,479,4903
2011-05,25–50,1125,6028
2011-06,25–50,1925,7953
2011-07,25–50,583,8536
2011-08,25–50,772,9308
2011-09,25–50,1080,10388
2011-10,25–50,916,11304
2011-11,25–50,977,12281
2011-12,25–50,988,13269
2012-01,25–50,606,13875
2012-02,25–50,771,14646
2012-03,25–50,688,15334
2012-04,25–50,602,15936
2012-05,25–50,1365,17301
2012-06,25–50,1460,18761
2012-07,25–50,886,19647
2012-08,25–50,828,20475
2012-09,25–50,1311,21786
2012-10,25–50,710,22496
2012-11,25–50,1279,23775
2012-12,25–50,1709,25484
2013-01,25–50,1047,26531
2013-02,25–50,1169,27700
2013-03,25–50,1753,29453
2013-04,25–50,1481,30934
2013-05,25–50,2278,33212
2013-06,25–50,2949,36161
2013-07,25–50,2165,38326
2013-08,25–50,2236,40562
2013-09,25–50,2184,42746
2013-10,25–50,2975,45721
2013-11,25–50,2625,48346
2013-12,25–50,3719,52065
2014-01,25–50,3867,55932
2014-02,25–50,2280,58212
2014-03,25–50,2765,60977
2014-04,25–50,2124,63101
2014-05,25–50,3056,66157
2014-06,25–50,3718,69875
2014-07,25–50,4302,74177
2014-08,25–50,3866,78043
2014-09,25–50,4018,82061
2014-10,25–50,4001,86062
2014-11,25–50,4414,90476
2014-12,25–50,4301,94777
2015-01,25–50,2779,97556
2015-02,25–50,3805,101361
2015-03,25–50,3348,104709
2015-04,25–50,2861,107570
2015-05,25–50,3808,111378
2015-06,25–50,4133,115511
2015-07,25–50,4080,119591
2015-08,25–50,3999,123590
2015-09,25–50,3356,126946
2015-10,25–50,4267,131213
2015-11,25–50,4246,135459
2015-12,25–50,3408,138867
2016-01,25–50,1930,140797
2016-02,25–50,3709,144506
2016-03,25–50,3349,147855
2016-04,25–50,3381,151236
2016-05,25–50,3809,155045
2016-06,25–50,4487,159532
2016-07,25–50,4060,163592
2016-08,25–50,4866,168458
2016-09,25–50,5621,174079
2016-10,25–50,4940,179019
2016-11,25–50,5135,184154
2016-12,25–50,8922,193076
2017-01,25–50,2518,195594
2017-02,25–50,4644,200238
2017-03,25–50,5863,206101
2017-04,25–50,5512,211613
2017-05,25–50,6534,218147
2017-06,25–50,8236,226383
2017-07,25–50,6420,232803
2017-08,25–50,7654,240457
2017-09,25–50,7395,247852
2017-10,25–50,7675,255527
2017-11,25–50,8876,264403
2017-12,25–50,12570,276973
2018-01,25–50,4733,281706
2018-02,25–50,6860,288566
2018-03,25–50,8158,296724
2018-04,25–50,8051,304775
2018-05,25–50,10169,314944
2018-06,25–50,10449,325393
2018-07,25–50,9418,334811
2018-08,25–50,9749,344560
2018-09,25–50,8621,353181
2018-10,25–50,10435,363616
2018-11,25–50,10701,374317
2018-12,25–50,14491,388808
2019-01,25–50,5302,394110
2019-02,25–50,7159,401269
2019-03,25–50,8548,409817
2019-04,25–50,8228,418045
2019-05,25–50,11004,429049
2019-06,25–50,12830,441879
2019-07,25–50,11350,453229
2019-08,25–50,12976,466205
2019-09,25–50,12533,478738
2019-10,25–50,12916,491654
2019-11,25–50,14515,506169
2019-12,25–50,18250,524419
2020-01,25–50,5915,530334
2020-02,25–50,9136,539470
2020-03,25–50,10984,550454
2020-04,25–50,10455,560909
2020-05,25–50,11162,572071
2020-06,25–50,15682,587753
2020-07,25–50,13007,600760
2020-08,25–50,11489,612249
2020-09,25–50,13070,625319
2020-10,25–50,13506,638825
2020-11,25–50,16313,655138
2020-12,25–50,24636,679774
2021-01,25–50,6540,686314
2021-02,25–50,11714,698028
2021-03,25–50,13933,711961
2021-04,25–50,13323,725284
2021-05,25–50,15662,740946
2021-06,25–50,18849,759795
2021-07,25–50,14791,774586
2021-08,25–50,13225,787811
2021-09,25–50,13676,801487
2021-10,25–50,13123,814610
2021-11,25–50,17311,831921
2021-12,25–50,25660,857581
2022-01,25–50,4841,862422
2022-02,25–50,9367,871789
2022-03,25–50,10442,882231
2022-04,25–50,9540,891771
2022-05,25–50,10293,902064
2022-06,25–50,12396,914460
2022-07,25–50,10791,925251
2022-08,25–50,12070,937321
2022-09,25–50,12846,950167
2022-10,25–50,12970,963137
2022-11,25–50,15961,979098
2022-12,25–50,25182,1004280
2023-01,25–50,5740,1010020
2023-02,25–50,11429,1021449
2023-03,25–50,12438,1033887
2023-04,25–50,12383,1046270
2023-05,25–50,15650,1061920
2023-06,25–50,18012,1079932
2023-07,25–50,15110,1095042
2023-08,25–50,16131,1111173
2023-09,25–50,14480,1125653
2023-10,25–50,15801,1141454
2023-11,25–50,19026,1160480
2023-12,25–50,27061,1187541
2024-01,25–50,6158,1193699
2024-02,25–50,11783,1205482
2024-03,25–50,12272,1217754
2024-04,25–50,12053,1229807
2024-05,25–50,13814,1243621
2024-06,25–50,6741,1250362
2007-01,50–100,0,0
2007-02,50–100,0,0
2007-03,50–100,0,0
2007-04,50–100,0,0
2007-05,50–100,0,0
2007-06,50–100,0,0
2007-07,50–100,0,0
2007-08,50–100,0,0
2007-09,50–100,0,0
2007-10,50–100,0,0
2007-11,50–100,0,0
2007-12,50–100,64,64
2008-01,50–100,99,163
2008-02,50–100,0,163
2008-03,50–100,0,163
2008-04,50–100,0,163
2008-05,50–100,0,163
2008-06,50–100,0,163
2008-07,50–100,0,163
2008-08,50–100,0,163
2008-09,50–100,0,163
2008-10,50–100,0,163
2008-11,50–100,0,163
2008-12,50–100,0,163
2009-01,50–100,0,163
2009-02,50–100,0,163
2009-03,50–100,100,263
2009-04,50–100,0,263
2009-05,50–100,0,263
2009-06,50–100,0,263
2009-07,50–100,0,263
2009-08,50–100,0,263
2009-09,50–100,0,263
2009-10,50–100,0,263
2009-11,50–100,0,263
2009-12,50–100,51,314
2010-01,50–100,0,314
2010-02,50–100,0,314
2010-03,50–100,67,381
2010-04,50–100,0,381
2010-05,50–100,159,540
2010-06,50–100,200,740
2010-07,50–100,0,740
2010-08,50–100,120,860
2010-09,50–100,228,1088
2010-10,50–100,144,1232
2010-11,50–100,507,1739
2010-12,50–100,227,1966
2011-01,50–100,205,2171
2011-02,50–100,389,2560
2011-03,50–100,0,2560
2011-04,50–100,148,2708
2011-05,50–100,636,3344
2011-06,50–100,1517,4861
2011-07,50–100,110,4971
2011-08,50–100,0,4971
2011-09,50–100,56,5027
2011-10,50–100,0,5027
2011-11,50–100,51,5078
2011-12,50–100,50,5128
2012-01,50–100,206,5334
2012-02,50–100,121,5455
2012-03,50–100,99,5554
2012-04,50–100,116,5670
2012-05,50–100,317,5987
2012-06,50–100,417,6404
2012-07,50–100,116,6520
2012-08,50–100,206,6726
2012-09,50–100,263,6989
2012-10,50–100,592,7581
2012-11,50–100,411,7992
2012-12,50–100,644,8636
2013-01,50–100,811,9447
2013-02,50–100,936,10383
2013-03,50–100,1376,11759
2013-04,50–100,1102,12861
2013-05,50–100,1433,14294
2013-06,50–100,1197,15491
2013-07,50–100,1436,16927
2013-08,50–100,1071,17998
2013-09,50–100,1694,19692
2013-10,50–100,1771,21463
2013-11,50–100,1670,23133
2013-12,50–100,2033,25166
2014-01,50–100,1525,26691
2014-02,50–100,1366,28057
2014-03,50–100,3446,31503
2014-04,50–100,1424,32927
2014-05,50–100,3788,36715
2014-06,50–100,2957,39672
2014-07,50–100,3060,42732
2014-08,50–100,3541,46273
2014-09,50–100,2732,49005
2014-10,50–100,3343,52348
2014-11,50–100,3695,56043
2014-12,50–100,4236,60279
2015-01,50–100,3768,64047
2015-02,50–100,3837,67884
2015-03,50–100,3935,71819
2015-04,50–100,1968,73787
2015-05,50–100,3800,77587
2015-06,50–100,3598,81185
2015-07,50–100,3472,84657
2015-08,50–100,3697,88354
2015-09,50–100,3612,91966
2015-10,50–100,5043,97009
2015-11,50–100,3120,100129
2015-12,50–100,5412,105541
2016-01,50–100,2748,108289
2016-02,50–100,3652,111941
2016-03,50–100,3941,115882
2016-04,50–100,5427,121309
2016-05,50–100,5365,126674
2016-06,50–100,4853,131527
2016-07,50–100,5280,136807
2016-08,50–100,4784,141591
2016-09,50–100,5726,147317
2016-10,50–100,6439,153756
2016-11,50–100,5209,158965
2016-12,50–100,15771,174736
2017-01,50–100,2791,177527
2017-02,50–100,3478,181005
2017-03,50–100,6892,187897
2017-04,50–100,5887,193784
2017-05,50–100,9989,203773
2017-06,50–100,10025,213798
2017-07,50–100,10117,223915
2017-08,50–100,7827,231742
2017-09,50–100,8748,240490
2017-10,50–100,11639,252129
2017-11,50–100,14020,266149
2017-12,50–100,28046,294195
2018-01,50–100,5826,300021
2018-02,50–100,9286,309307
2018-03,50–100,11504,320811
2018-04,50–100,11043,331854
2018-05,50–100,15911,347765
2018-06,50–100,16034,363799
2018-07,50–100,10571,374370
2018-08,50–100,12804,387174
2018-09,50–100,10892,398066
2018-10,50–100,13523,411589
2018-11,50–100,19109,430698
2018-12,50–100,32485,463183
2019-01,50–100,6312,469495
2019-02,50–100,13016,482511
2019-03,50–100,12631,495142
2019-04,50–100,10961,506103
2019-05,50–100,17370,523473
2019-06,50–100,17023,540496
2019-07,50–100,17245,557741
2019-08,50–100,13978,571719
2019-09,50–100,14331,586050
2019-10,50–100,17456,603506
2019-11,50–100,20365,623871
2019-12,50–100,37131,661002
2020-01,50–100,8324,669326
2020-02,50–100,13274,682600
2020-03,50–100,18534,701134
2020-04,50–100,16709,717843
